mds_code,bookid,title,description
693,2026215,Healthy House Building for the New Millennium,"Takes a step-by-step approach to the design and construction of a model house that minimizes indoor air pollution from asbestos, lead, and many more obscure sources, both during the building process and once inhabited. Includes a detailed set of house plans and plentiful helpful b&w photographs. Annotation copyrighted by Book News, Inc., Portland, OR"
693,20463246,Drying and wetting of building materials and components,"This book, Drying and Wetting of Building Materials and Components, provides a collection of recent contributions in the field of drying and wetting in porous building materials. The main benefit of the book is that it discusses some of the most important topics related to the drying and wetting processes, namely, innovations and trends in drying science and technology, drying mechanism and theory, equipment, advanced modelling, complex simulation and experimentation. At the same time, these topics will be going to the encounter of a variety of scientific and engineering disciplines. The book is divided in several chapters that intend to be a resume of the current state of knowledge for benefit of professional colleagues."
693,20489143,Advanced analysis and design for fire safety of steel structures,"Advanced Analysis and Design for Fire Safety of Steel Structures systematically presents the latest findings on behaviours of steel structural components in a fire, such as the catenary actions of restrained steel beams, the design methods for restrained steel columns, and the membrane actions of concrete floor slabs with steel decks. Using a systematic description of structural fire safety engineering principles, the authors illustrate the important difference between behaviours of an isolated structural element and the restrained component in a complete structure under fire conditions. The book will be an essential resource for structural engineers who wish to improve their understanding of steel buildings exposed to fires. It is also an ideal textbook for introductory courses in fire safety for master's degree programs in structural engineering, and is excellent reading material for final-year undergraduate students in civil engineering and fire safety engineering. Furthermore, it successfully bridges the information gap between fire safety engineers, structural engineers and building inspectors, and will be of significant interest to architects, code officials, building designers and fire fighters. Dr. Guoqiang Li is a Professor at the College of Civil Engineering of Tongji University, China; Dr. Peijun Wang is an Associate Professor at the School of Civil Engineering of Shandong University, China."
693,20523443,"Brickwork for Apprentices, Fifth Edition","Fully in line with the Building Regulations, it includes new material on PPEs, safety, risk assessment and working at heights, and also contains fully revised multiple choice questions, new skills test information, sample oral questions and updated drawings, and matched to the current C&G requirements."
693,2115216,Noise Control Manual for Residential Buildings (Builder's Guide),"Publisher's Note: Products purchased from Third Party sellers are not guaranteed by the publisher for quality, authenticity, or access to any online entitlements included with the product. More people are spending more time at home making more noise--yet they want quiet environments. This is the only book available that tells designers, planners, architects, and builders how to give homeowners and apartment-dwellers the quiet they crave. Simple enough to be used by the average do-it-yourselfer (it avoids complex mathematics), yet so complete it will satisfy the requirements of knowledgeable building professionals, this authoritative guide gives you one-stop answers on designing, specifying, testing, and retrofitting residences to meet the new environmental standards and satisfy our need for peace and quiet."
693,21188880,Towards a Territorial Multi-Disaster Buildings’ Resistance Certification,"Disaster risk is increasing, not only in number of events, but also in incurred losses. Such increases are being driven also by the growing exposure of assets, due to the rapid urban growth, because vulnerability decreases as countries develop, but not enough to compensate. The situation will be more and more critical, due to the growth of the amount of the building stock. Thus we need new initiatives to foster upgrading of existing building and enhancement of land planning strategies. “Safe Home” scheme is aimed at increasing urban safety requirements against hazards under an advanced labeling approach. It provides a quantitative evaluation of building performance through an objective, reproducible approach, assessing risks at a land, urban and building scale. Aim of this rating system is to result in useful information to different users, like land planning decision makers, owners, purchasers, tenants or property and real estate managers."
693,21201549,The art of the plasterer,"George Bankart first wrote The Art of the Plasterer in 1908. It was then re-issued, with amendments, a few years later. Now available from Donhead as a facsimile edition, this impressive, well illustrated volume offers an artistic interpretation of the way plaster was used in response to stylistic changes. Bankart was an architect inspired by the Arts & Crafts movement who cared passionately about the craft of plastering and sought to complement Millar's earlier craftsman's book by producing a volume which traced the history and art of plastering throughout the United Kingdom. It explores in detail how plaster materials and methods were developed and used, giving a fascinating insight into some of the unusual substances added to plaster. For instance, he tells us that ancient stuccos sometimes contained fig juice, curdled milk, blood or beer to make them harder. The book also contains an account of wattle and dab as well as parge-work, using practical illustrated examples to give an excellent description and record of the subject. With over 400 illustrations, comprising black and white photographs and drawings of ceilings and the profiles of mouldings, this volume will be of value to craftsmen engaged in plasterwork, conservation professionals and all architects and architectural historians with an interest in this field."
693,21317385,Brickwork & Paving for House and Garden,"This is a comprehensive guide to clay bricks and mortars, their physical and aesthetic properties, and their use in a wide range of building projects. Specifying bricks and mortar Different types of brick and mortar; reclaimed bricks; assessing durability; estimating quantities; buying materials. · Basic bricklaying Tools and equipment; dimensions and setting out work; building straight and curved walls; building simple arches. · Brickwork structures The appearance of brickwork; bonding patterns; free-standing and retaining walls; external walls; thermal insulation in cavity walls; brickwork as cladding to timber-framed buildings; foundations. Paving Clay pavers; laying patterns; steps; drainage; flexible sand-bedded paving; rigid mortar-jointed paving. · Maintenance and repair Repair of various types of damage; remedying water penetration; replacing bricks; repointing mortar; cleaning; tinting; artificial weathering. AUTHOR: Michael Hammett is a retired architect. He was senior architect at the Brick Development Association and has written many BDA publications and had many articles published in the technical press. 103 colour photos & 48 line drawings"
693,2140742,Good Fences: A Pictorial History of New England's Stone Walls,"For this stunning new volume, photographer William Hubbell has turned his lens toward New England's ubiquitous stone walls. Beginning with the basic geology of the region and why New England has so many darned rocks, he presents a chronological overview of the varying styles and methods of wall building, and includes conversations with six contemporary wall builders. The result is a surprising and refreshing look at stone walls and at the history of New England."
693,2200409,Peace of Mind in Earthquake Country: Completely Revised and Expanded,"Beginning with a simple primer on earthquakes, Yanev goes on to provide instructions on what property owners can do to prevent damage to property and loss of life. Includes photographs, diagrams, and maps. Annotation copyright Book News, Inc. Portland, Or."
693,2219246,The Homeowners Guide to Drainage Control and Retaining Walls,"Design, build, install, and maintaining retaining walls and drainage systems."
693,22245395,Between Stone and Sky: Memoirs of a Waller,"'This is a book about the stories we tell ourselves and one woman's determination to make hers true' Spectator 'A fresh . . . heartfelt book that . . . makes you want to throw away your mobile, run for the hills and learn a traditional craft' The Lady 'A spirited defence of manual labour' TLS At the age of twenty-six, Whitney Brown met a dry-stone waller. Within weeks she was out on the hill with him in Wales, learning the language of dry-stone walling. Far away from the pressures of her old life, she found deep satisfaction in working with her hands, in the age and heft of the stones, and the ring of the hammer. Out under the open sky, Whitney relished every sore muscle and smashed finger, opportunity to stand atop a wall she'd just built and feel like the strongest woman alive. Between Stone and Sky is a celebration of the raw and rugged splendour of the Welsh countryside and the enduring beauty and relevance of traditional craftsmanship. It is an unflinchingly honest account of the emotional struggle to become and belong. Most of all, it is an empowering story of female friendship, accepting uncertainty and risk, and crossing oceans in pursuit of dreams."
693,2224911,Insulating and Weatherproofing (Home Repair and Improvement (Updated Series)),"Complete instructions on insulating and weatherproofing your house with the latest techniques, materials and safety advice, showing how to insulate an attic, plug leaks in basement walls, mount storm windows and doors, and install and maintain gutters and downspouts."
693,224774,Drywall : Professional Techniques for Great Results,"""The revised version of Drywall gives readers information on new tools and materials and techniques that Myron has field-tested since the last revision in 2008, and for the first time the book also includes a bound-in DVD with tips and techniques for hassle-free drywall installation. Drywall, 4th Edition offers the very latest information with the familiar easy-to-use format that made the first three editions such great successes""--"
693,22900936,"Essential Natural Plasters: A Guide to Materials, Recipes, and Use (Sustainable Building Essentials Series, 7)","Essential Natural Plasters is the most comprehensive guide to making and using natural plasters for all types of buildings. It covers clay, lime, and gypsum plasters; waterproof tadelakt plaster; fibers and additives; interior and exterior use; substrate preparation; mixing, testing, and tinting; and practical application tips."
693,22960366,Bubbletecture: Inflatable Architecture and Design,"Although inflatable objects have been around for more than 200 years, architects, artists, and designers keep rediscovering this deceptively simple - often playful, and occasionally bizarre - technology. 'Bubbletecture' brings together inflatables in every conceivable size, shape, and hue across the realms of architecture, design, art, and fashion. From inflatable dresses and hats to buildings employing cutting-edge technologies, from ingenious chairs, lights, bowls, and even egg cups to children's toys and provocative art installations, 'Bubbletecture' demonstrates that inflatable design is simply irresistible."
693,2314235,Energy-Saving Projects For The Home: Ortho Book,Discusses doing an energy audit on one's home and remedying common energy leaks found.
693,2341446,Advanced Masonry (Home repair and improvement),"Presents detailed, illustrated instructions for laying brick and for building walls of concrete, brick, and stone."
693,23499381,House of Earth: A complete handbook for earthen construction,"Earth is the mother of all construction materials. For thousands of years, people have dug up the clay-soil below their feet and transformed it into the most versatile building material. Worldwide, people are rediscovering the advantages of earthen construction, and for good reasons: its easy to work with, extremely affordable, environmentally friendly, non-toxic, durable and beautiful! A few simple tools, such as buckets, shovels and a wheelbarrow is all you need to get started. By describing how to combine and process the basic ingredients of clay-soil, sand and straw, this book makes it clear and simple on how to make earthen building something you can start with the moment you put down the book! You will learn how to build with the most popular and time-tested techniques: Cob Adobe Light straw-clay Earth bags Earthen plasters Earthen floors Clay paints These techniques are being used to build entire houses, as well as for smaller projects, such as backyard sheds, cabins, outdoor fireplaces, garden walls and play houses. As a bonus, the appendix has complete instruction on how to build an earthen bread- and pizza oven, using the techniques described in the book. This makes for a great starter project! An often overlooked possibility is using earthen building methods to renovate existing homes on a shoestring budget, transforming run-down houses into earthen homes, without having to work with toxic or environmentally harmful building materials. After reading this book, you will realize how simple it is to integrate earthen materials with conventional building materials. The book covers everything, from identifying the right materials, to how to build arches and niches and incorporate plumbing and electric. It is also supported by YouTube videos and photos, which can be found at www.HouseAlive.org, adding additional clarity to the writing. ""Conrad Rogue is a great builder, teacher, and philosopher. He is original in his thinking, skilled in his techniques, and passionate about the beauty and potential of earthen construction. And above all, he has the rare ability to skillfully convey all of that in his writing."" ~ Mother Earth Magazine Conrad Rogue has been teaching earthen construction since 2001. He is the founder and director of House Alive. (www.HouseAlive.org). He has taught workshops in the United States, Mexico, Spain, Italy and India."
693,2354305,The Mongolian Saddle and How to Make It,The Mongolian saddle has proved its value over the centuries as a good working saddle as used by Genghis Khan when the Mongol hordes swept across the Central Asian grasslands. It works well as a saddle yet is relatively quick and easy to make. All you need are some woodworking skills and a little timber. Full instructions included.
693,23702151,Straw Bale Building Details: An Illustrated Guide for Design and Construction,"Written by leading practitioners, Straw Bale Building Details is the must-have illustrated guide to design and construction details for site-built straw bale buildings. Essential for avoiding costly mistakes, increasing construction efficiency and durability, and achieving desired energy performance goals."
693,2374693,Simplified Design of Reinforced Concrete,"The updated version of this classic text explains the principles involved in the design of concrete structure buildings and summarizes the primary requirements of current building codes. Developed for self-study use as well as classroom instruction, this book requires little mathematical or engineering expertise. Example calculations are given for the practical design of contemporary structures."
693,2399741,"Modern Masonry: Brick, Block, Stone","Modern Masonry: Brick, Block, Stone provides a thorough grounding in the methods of laying brick, block, and stone. The book presents a broad understanding of materials and their properties. Students in community colleges, trade schools, vocational and technical schools, or any individual training for the masonry trades, will find this title a source book of near-encyclopedic dimensions. It is equally suitable for apprenticeship training. The book includes the newest materials and building techniques used in the industry. The number of step-by-step procedures for laying brick and block walls of all types and setting stone in a number of applications has been greatly increased in this edition. New products such as insulated concrete wall forms, insulated blocks, and special masonry units have been included. The latest ASTM, ACI, OSHA, ASCE, NCMA, SBCCI, and BOCA standards related to concrete and masonry construction were consulted in the preparation of this revision. - Introduction."
693,2399804,Masonry Skills,"Written by a Master Mason with over 40 years of professional masonry and construction experience, this all-new edition of today's best-selling guide to understanding and learning how to do masonry work is approved by The Brick Industry of America! Extraordinarily complete, the author draws upon more than 25 years as an instructor to provide users with a reader-friendly, comprehensive guide to basic information and advanced skills- from materials, bonds, brick, and concrete block, through advanced work such as building fireplaces, arches, and more! All technical and safety information has been thoroughly updated to reflect current industry practices and federally mandated guidelines. An all-new unit on glass block masonry developed in conjunction with Pittsburgh Corning Company, the leading manufacturer of glass block in the United States, has also been added to this edition to equip masonry students and professionals with the expertise they need to respond to rising demands for this material in home and commercial applications. In addition to featuring a wealth of helpful illustrations, all projects have been field-tested in masonry shops to guarantee their usefulness in developing the competencies required of today's professionals."
693,24120409,Freemasonry and the Visual Arts from the Eighteenth Century Forward: Historical and Global Perspectives,"""With the dramatic rise of Freemasonry in the eighteenth century, art played a fundamental role in its practice, rhetoric, and global dissemination, while Freemasonry, in turn, directly influenced developments in art. This mutually enhancing relationship has only recently begun to receive its due. The vilification of Masons, and their own secretive practices, have hampered critical study and interpretation. As perceptions change, and as masonic archives and institutions begin opening to the public, the time is ripe for a fresh consideration of the interconnections between Freemasonry and the visual arts. This volume offers diverse approaches, and explores the challenges inherent to the subject, through a series of eye-opening case studies that reveal new dimensions of well-known artists such as Francisco de Goya and John Singleton Copley, and important collectors and entrepreneurs, including Arturo Alfonso Schomburg and Baron Taylor. Individual essays take readers to various countries within Europe and to America, Iran, India, and Haiti. The kinds of art analyzed are remarkably wide-ranging-porcelain, architecture, posters, prints, photography, painting, sculpture, metalwork, and more-and offer a clear picture of the international scope of the relationships between Freemasonry and art and their significance for the history of modern social life, politics, and spiritual practices. In examining this topic broadly yet deeply, Freemasonry and the Visual Arts sets a standard for serious study of the subject and suggests new avenues of investigation in this fascinating emerging field""--"
693,24295,Movable Insulation: A Guide to Reducing Heating and Cooling Losses Through the Windows in Your Home,On title page: A guide to reducing heating and cooling losses through the windows in your home.
693,2435844,Popular Mechanics Weatherproofing & Insulation,"In the average house, heat is escaping through every leak, draft, and opening--and that’s like throwing money out the window. Good insulation and weatherproofing can make your home run more efficiently, guard it from the elements, and lower those ever-rising heating bills. Popular Mechanics makes the entire process simple, with hundreds of color photographs, diagrams, and illustrations that teach you how to insulate from top to bottom. Find out how to reflect heat from a radiator, seal gaps around doors, double-glaze windows or add weather-stripping, install vapor barriers, ventilate properly, and block out the chill in attics and between rafters. You’ll feel the difference, and see the savings, almost instantly."
693,24427638,The Stonemason: A History of Building Britain,"A stonemason's story of the building of Britain: part archaeological history, part deeply personal insight into an ancient craft. In his thirty-year career, stonemason Andrew Ziminski has worked on many of our greatest monuments. From Neolithic monoliths to Roman baths and temples, from the tower of Salisbury Cathedral to the engine houses, mills and aqueducts of the Industrial Revolution and beyond, The Stonemason is his very personal history of how Britain was built - from the inside out. Stone by different stone, culture by different culture, Andrew Ziminski (with his faithful whippet in tow) takes us on an unforgettable journey by river, road and sea through our countryside showing how the making of Britain's buildings offers an unexpected and new version of our island story. 'My school history lessons were focused around flat pages of facts, events and royal personalities, but for me it was the material aspects of the past, the tangible remnants left behind that were thrilling, and that it was these buildings and places, and learning how they worked, that really brought the past alive.'"
693,2448718,Rammed Earth Structures: A Code of Practice,"Ramming earth has been a method of construction for centuries in many parts of the world and the technique can produce buildings that are strong, durable, safe and desirable. Because earth is an abundant and cheap resource, rammed earth buildings are often very economical. To achieve the best results the right techniques for the selection and testing of soils must be used to protect walls from water damage and shrinkage. This book aims to show how high standards can be achieved and the criteria on which rammed earth structures and building techniques can be judged. Since the fi rst edition of this book was published, the standards described in Rammed Earth Structures has been adopted as a Building Standard in Zimbabwe. Further progress is being made extending the use of rammed earth as an offi cially sanctioned building material across all SADC countries. This book is now therefore becoming an important guide and resource for those wishing to employ this economical and low-carbon building material in the construction of public as well as private buildings in Africa and elsewhere."
693,2480699,Design of Prestressed Concrete Structures,"Presents basic theory of prestressed concrete along with the load balancing, working-load and ultimate-load methods for prestressed concrete design. Material revised in light of substantial advances in the field includes: materials, prestressing systems, loss of prestress, shear and bond, camber and deflection. Design examples based on the 1977 ACI Code with its latest revisions. Appendix contains selected problems."
693,2480722,Design of concrete structures,"Covers the behavior and design aspects of concrete and provides updated examples and homework problems. This title presents the basic mechanics of structural concrete and methods for the design of individual members for bending, shear, torsion, and axial force, and provides detail in the various types of structural systems applications."
693,249663,Construction Manual: Concrete and Formwork,"Concrete as a building material -- Concrete mix compounds -- Proportioning concrete mix -- Excavation -- Laying out the building -- Design of concrete forms -- Form materials and how to use them -- Construction of pier and footing forms -- Construction of foundation wall forms -- Formwork for openings in concrete walls -- Formwork for steps -- Formwork for floors and sidewalk slabs -- How to make beam and girder forms -- Forms for arched openings -- Handling and placing concrete -- Finishing concrete -- Curing and patching concrete -- Effects of temperature -- Reinforced concrete construction -- Precast concrete -- Cleaning concrete and masonry methods -- Appendix A : Method of making slump test for consistency of Portland cement concrete -- Appendix B : Estimating quantities and labor hours for concrete, forms and reinforcing."
693,2502029,"Passive annual heat storage: Improving the design of earth shelters, or, How to store summer&#039;s sunshine to keep your wigwam warm all winter","""Build a home that naturally heats & cools itself without the need of electricity or machinery!""--Cover."
693,2508517,Better Homes and Gardens Tiling,"Providing helpful advice for tile selection, measuring, installing, designing, pattern planning, and more, this book offers functional and decorative techniques to help tile walls, floors, and countertops. It covers instructions on how to install common materials, including stone, vinyl, and ceramic tiles."
693,25866365,"Essential Earthbag Construction: The Complete Step-by-Step Guide (Sustainable Building Essentials Series, 8)","""Earthbag construction -- building with polypropylene bags usually filled with earthen materials -- is a versatile, easy-to-master, low-impact, and highly durable form of building, suitable for structures from houses to root cellars. Containing over 75 photos and illustrations, Essential Earthbag Construction is a practical guide to this affordable method of building. Going well beyond the scope of other sources, this indispensable manual is packed with all the information you need to determine if it's the right choice for your project, and to start building.""--provided by Amazon.com."
693,2646631,"Small Strawbale: Natural Homes, Projects & Designs","This practical guide is filled with rich photos of homes, greenhouses, studios, sheds, open-air structures and more, each pulsating with unique yet subtle creativity. Both a pragmatic construction manual and a philosophical, artistic guidebook, Small Strawbale is an inspirational starting point for a strawbale dreamer, and a great source of information for those who are ready to get bailing."
693,2693374,Steel Buildings: Analysis and Design,"Bridges the gap between academic work and professional practice, carrying analysis and design beyond that applied to individual members and components and into total structural frames. Contains software for assessing forces on plane frames and plane frame trusses. Illustrated throughout and includes numerous tables from industry references. Appendices feature supplementary diagrams, matrix algebra and steel joist load tables."
693,27026395,"Essential Rammed Earth Construction: The Complete Step-by-Step Guide (Sustainable Building Essentials Series, 9)","Essential Rammed Earth Construction covers design, building science, tools, and step-by-step building methods for building with rammed earth - and, gravel, and clay or lime/cement binder packed into forms - in any climate with an emphasis on cold climates."
693,278918,The Energy Saving House (New Futures),"Save money -- and save the planet! This informative and practical guide will show you how. Packed with facts and figures, The Energy Saving House covers every aspect of home energy use: from designing and building, through choice of materials, proper insulation, heating options, ventilation, air conditioning, lighting, water consumption and heating, super windows, renovation and retrofitting, to choosing household appliances and fuel suppliers. Throughout, it emphasizes the benefits of 'negawatts' -- the energy you don't use -- and shows how you can retain the comforts of life, yet save 60% of your energy and water use."
693,2857153,Stanley Complete Tiling,"Detailed photos and easy-to-follow presentations for tiling floors, walls, countertops, and showers guide novices and experts alike. A two-tiered design offers instruction for common tiling situations plus additional information for unusual circumstances. This comprehensive guide covers basic and advanced tile techniques to plan patterns, measure and cut tiles, seal finished surfaces, and repair broken tile. Pre-start checklists detail the tools, materials, skills, and time needed to complete each job, while Stanley Pro Tips offer shortcuts to work easier, faster, and safer. Includes installation instructions for all types of ceramic tile, plus vinyl, laminate, carpet, and parquet tile products."
693,287663,"Build It With Bales: A Step-By-Step Guide to Straw-Bale Construction, Version Two","Version 2, 1999 edition. Co-authored by S.O. MacDonald."
693,287741,The Rammed Earth House,"The Rammed Earth House is a beautifully illustrated example of how the most dramatic innovations in home design and construction frequently have their origins in the distant past. By rediscovering the most ancient of all building materialsóearthóforward-thinking homebuilders can now create structures that set new standards for beauty, durability, and efficient use of natural resources. Rammed earth construction is a step forward into a sustainable future, when homes will combine pleasing aesthetics and intense practicality with a powerful sense of place. Rammed earth homes are built entirely on-site, using basic elementsóearth, water, and a little cement. The solid masonry walls permit design flexibility while providing year-round comfort and minimal use of energy. The builder and resident of a rammed earth house will experience the deep satisfaction of creating permanence in a world dominated by the disposable."
693,287743,The Straw Bale House,"A house made out of straw? Yes! Whether you build an entire house or something more modest--a home office or studio, a retreat cabin or guest cottage--plastered straw bale construction is an exceptionally durable and inexpensive option. What's more, it's fun, because the technique is easy to learn and easy to do yourself. And the resulting living spaces are unusually quiet and comfortable."
693,2906904,More Straw Bale Building: A Complete Guide to Designing and Building with Straw,A completely rewritten and updated edition of this straw building classic.
693,302617,The Hand-Sculpted House: A Practical and Philosophical Guide to Building a Cob Cottage,"Cob, a structural composite of earth, water, straw, clay, and sand, has been used for centuries, in virtually all parts of the world, to create homes ranging from mud huts in Africa to lavish adobe haciendas in Latin America. This practical and inspiring hands-on guide teaches anyone to build a cob dwelling."
693,308334,Building a Straw Bale House: The Red Feather Construction Handbook,"""Filled with comprehensive case studies selected from over thirty-five of Red Feather's successfully completed housing and community-based building projects, Building a Straw Bale House documents the organization's collaboration with reservation communities and provides a step-by-step, bale-by-bale construction handbook - from initial site selection to finished product. Complete with information on safety, design, tools, and materials, it is an inspiring lesson for anybody interested in this technique of constructing a house and a hopeful redefinition of the fundamental ideas of architecture and the home.""--Jacket."
693,3094701,Practical Straw Bale Building,"Describes some of the key building methods that are technically sound, and suitable for professional and amateur builders."
693,310326,Build and Repair With Concrete : The Complete Do-It-Yourself Manual,"""Great for homeowners and do- it- yourselfer types who have some concrete and masonry projects that they want to try."" --provided by Amazon."
693,3145448,A Day in the Life of a High-Iron Worker,Follows a high-iron construction worker through his day as he skillfully bolts together the iron frame of a skyscraper.
693,3164392,"Plaster, Render, Paint and Coatings: Details, Products, Case Studies (Detail Practice)","Plasters, paints and coatings are what define surfaces, create spatial effects and interplay with light. How they are used is decisive for a building s appearance, and they also serve as a protective layer. A new volume in the DETAIL practice series, Plaster, Render, Paint and Coatings presents a survey of impressive proven and innovative solutions. The authors describe and define the basic essentials, show what to look for and offer valuable tips for practical applications. Taking two example buildings, the authors also document the structural design of all important connection points at a scale of 1:10. New building or renovation: solutions for the application of plaster and paint Guide: Which paint for which surfaces? Design details for solutions with external thermal insulation composite systems Separate manufacturer s guidelines for plasters and paints Putze, Farben und Beschichtungen prägen Oberflächen, erzeugen Raumwirkungen, spielen mit dem Licht. Ihr Einsatz ist nicht zuletzt entscheidend für das Erscheinungsbild eines Gebäudes. Der neue Band der Reihe Detail Practice stellt an Hand von internationalen Beispielen innovative Lösungen zum Thema vor. Fachautoren beschreiben und definieren wesentliche Grundlagen, zeigen worauf zu achten ist und geben wertvolle Tipps für den Einsatz in der Praxis."
694,1000131,Handcrafted Doors and Windows,"Information on the construction, finishing and installation of traditional door and window styles. Advanced techniques of joinery and finishing, by the makers of the most striking and unusual doors and windows."
694,10230573,Rough Carpentry Illustrated,"Rough carpentry is the process of building the skeleton of a home - the part of a house that is invisible when the structure is complete. These include wall and ceiling frames, roof supports, rafters, floor frames, and foundations. This book is a guide to rough carpentry for beginners who want to build their own houses or cabins, add on rooms or garages, or remodel run-down properties."
694,10251685,Installing Floors (Taunton's Build Like a Pro),"There is a wide variety of flooring options available -- wood, tile and stone, laminate, resilient vinyl, bamboo, and cork -- and Installing Floors shows homeowners how to lay them all like a pro. In this new title from the successful Build Like A Pro series, contractor and experienced author Joseph Truini covers the subject in great detail; he walks readers through the process of installation -- made attainable through more than 350 step-by-step photos and illustrations -- and explains the benefits and unique properties of different materials. Like previous titles in the series, this book delivers on its promise of, ""expert advice from start to finish."""
694,10273142,Carpenter (Workers You Know),A carpenter describes the many aspects of her job and the training and skills needed in this profession.
694,10440589,"Black & Decker Trim & Finish Carpentry, 2nd Edition: Tips & Techniques from the Pros","""For the DIYer, this volume shows homeowners the tips and techniques pros use to get beautiful precision when installing crown moldings, chair rails, paneling, and window and door millwork. Includes live-action DVD""--"
694,10446927,Roundwood Timber Framing: Building Naturally Using Local Resources,"This definitive manual marks the birth of a new vernacular for the 21st century. Over 400 color photographs and step-by-step instructions guide you through the building of anything from a garden shed to your own woodland house. This practical how to book will unquestionably be a benchmark for sustainable building using renewable local resources and evolving traditional skills to create durable, ecological, and beautiful buildings."
694,10624823,Framing a House,"House framing can be an intimidating challenge. Thousands of pieces of wood must be cut to precise dimensions, according to a set of plans. Accurate and safe assembly is critical as the house must support the weight of building materials, equipment, appliances, and people -- there's simply no room for error. And yet, this comprehensive, accessible, and highly visual book, Framing a House, walks readers through this complicated process with ease. It's all here -- from using the right tools and framing a first-floor deck; to building stairs, roofs, and dormers; and installing exterior trim. Former Fine Homebuilding editor and builder Roe Osborn doesn't leave out the hard parts; he simply makes them understandable."
694,1074247,The Timber Framing Book,"This is a thorough and profusely illustrated guide to building a timber-frame house. Grounded in ancient tradition, timber-frame construction is admirably suited to fulfill today's need for durable, energy-efficient housing and other building needs."
694,1075129,Circular Work in Carpentry and Joinery,A survey of circular work of both single and double curvature.
694,10765870,A Carpenter's Tools,Simple text and photographs introduce the tools used by a carpenter.
694,1077064,"Interior Trim: Making, Installing & Finishing","With a little do-it-yourself magic—and the help of master DIY author William Spence—you can make a big difference in the look of your house. Window and door casings, baseboards, chair rails and wainscoting, cornices, mantels and other interior trims can change a room’s character, insert period detail, create a focal point, and add warmth. The author gives plenty of guidance on choosing wood; hand and power tools; and stock and custom moldings made from plastic, fiberboard, and other materials. Proper safety procedures are emphasized throughout, and plenty of expert tricks of the trade go a long way toward ensuring success."
694,10895549,"Stairs, Second Edition","Stairs are a fundamental and universal feature of buildings. The late Alan Blanc had a lifetime's obsession with stairs and steps and provided a definitive reference source that bridges the aesthetic and practical aspects of staircase design. His wife Sylvia, who worked with him on the first edition, presents this updated, abridged version alongside a complimentary web site where the historical elements of the subjects are described and discussed in pictures and diagrams. The book is a practical guide to designing circulation spaces. It is extensively detailed with working drawings and photographs. Construction methods using a variety of materials are discussed as well as the influence of new technology on vertical circulation. The guidance on codes and regulations covers the UK and US. The latest high profile international case studies inspire and inform the reader."
694,10981852,Black & Decker Here's How Windows: Big Savings at a Bargain Price,"""Offers the basics of window installation and repair with complete how-to steps and full-color photographs""--Provided by publisher."
694,1113604,Illustrated Basic Carpentry,see and learn carpentry the right way.
694,11333337,Home How-To Handbook: Trim,"Demonstrates how to apply trim with color illustrations and step-by-step instructions, considering topics such as types of trim, the tools to buy for a job, and projects to complete for different sections of a home."
694,113515,Build a Classic Timber-Framed House: Planning & Design/Traditional Materials/Affordable Methods,"Build a classic, enduring, and affordable home. With Jack A. Sobon's careful guidance, you can construct your own timber-framed house in the traditional hall-and-parlor style. From felling trees to cutting timbers, and frame construction to door selection, you'll find Sobon's professional advice and hand-drawn illustrations invaluable. Whether you're a first-time builder or a seasoned contractor looking to expand your repertoire, you'll find answers to all your timber-frame questions. Open the front door and walk into the home of your dreams."
694,11455898,Carpentry. (An Early Craft Book),Introduces the tools and woods suitable for carpentry projects and gives instructions for making a bookcase and a birdhouse.
694,11523972,Design and Build a Great 18th Century Room,"In this age of specialization, disciplines are often disconnected; the designer designs, the cabinetmaker builds, and the installer installs. As a result, continuity is lost and quality often suffers. This new book enables individuals to complete each step of the process necessary to create a magnificent 18th century paneled room, relying upon a hands-on, experiential approach.Here, both novices and experienced professionals find valuable design insight, as well as solid, practical methods of cabinet construction. From the basics of design to the finishing touches, readers are taken through the complete building process as beneficiaries of the author's years of fine cabinetmaking experience. 260 color photographs and 20 drawings show steps in the choice and purchase of materials, and the process of building cabinetry and paneling, passage doors, and moldings. This book is a valuable resource for amateur and professional cabinetmakers alike. Only rarely does so talented a craftsman share his secrets and wisdom so clearly."
694,1158392,Building with Logs,"Now completely revised and updated, B. Allan This classic is still considered the best book ever written on making a full sized log home. This enlarged eighth edition, revised in 1997, is filled with numerous major construction improvements, and clearly shows the novice and experienced log builder how to select logs, plan both the site and financing, and then build a handsome log structure from the foundation to the ridge cap. The concept of modern log building was born 25 years ago with the first edition of Building with Logs. All who loved log homes could, for the first time, learn how to build one. With over 100,000 copies sold, this book inspired thousands of owner-built homes. Building with Logs covers: financing, the site, planning a good home, acquisition of logs, how to fall a tree and trim it, storage of logs, safety, foundations and basements, first logs and floor joists, hewing and the broad axe, cutting a round notch, sealing between the logs, setting allowance, gable ends, electrical wiring, finishing touches and much more. The author has continued to teach, design and build. His schools have trained thousands of good craftsmen, some of whom formed companies to build internationally, with the result that the world-wide standard for excellence in log building is now a ""Mackie"" log house."
694,1158407,"A Timber Framer's Workshop: Joinery, Design & Construction of Traditional Timber Frames","Timber Framing has been a part of our building culture and an inspiration to mankind since the Middle Ages. As we enter a new millenium, it is designed to remain as one of building's most enduring forms, not only because of its intrinsic beauty, but because it is a pure and complete structural system."
